name,episodes,link
"Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita Tập 1",1,"https://video.twimg.com/amplify_video/1983378799270998016/pl/M5qj25nFR8necLZd.m3u8"
"Resort Boin Tập 1",1,"https://video.twimg.com/amplify_video/1983409431875362816/pl/TrSsXPqoyGRVMaUG.m3u8"
"Boku to Joi no Shinsatsu Nisshi The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983371481934348288/pl/oHjPse1dOC4iilPC.m3u8"
"Resort Boin Tập 2",1,"https://video.twimg.com/amplify_video/1983384079509655553/pl/M2hRp6gj_gbxnWPr.m3u8"
"Resort Boin Tập 3",1,"https://video.twimg.com/amplify_video/1983383751481495552/pl/aaQ7GdaMj5PNhe8J.m3u8"
"Boy Meets Harem The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983383572992962561/pl/n5VZFR8DmkFVEYUI.m3u8"
"Tayu Tayu Tập 1",1,"https://video.twimg.com/amplify_video/1983382439667138560/pl/sUHb__jx7VLSPJvG.m3u8"
"Tayu Tayu Tập 2",1,"https://video.twimg.com/amplify_video/1983381756561821696/pl/NLvq_7sCy7X-zU1f.m3u8"
"Tayu Tayu Tập 3",1,"https://video.twimg.com/amplify_video/1983381326523715584/pl/qLfTaWU7NWmv5TWm.m3u8"
"Tayu Tayu Tập 4",1,"https://video.twimg.com/amplify_video/1983381258756395008/pl/oPbu-rPccP6dGDFw.m3u8"
"Iizuka-senpai x Blazer: Ane Kyun! yori The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983380481728217088/pl/478whm6wPPqOne6S.m3u8"
"Oppai Life Tập 1",1,"https://video.twimg.com/amplify_video/1983388932487213056/pl/iQPRowujb5Wk99Cg.m3u8"
"Oppai Life Tập 2",1,"https://video.twimg.com/amplify_video/1983389556335316992/pl/N3REaVL3xuF1gVoh.m3u8"
"Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu Tập 1",1,"https://video.twimg.com/amplify_video/1983388918864097280/pl/u67iDA-Tqp2d-aVb.m3u8"
"Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu Tập 2",1,"https://video.twimg.com/amplify_video/1983388637308796928/pl/pJiB8UeTEIp4RO_O.m3u8"
"Furueru Kuchibiru Tập 1",1,"https://video.twimg.com/amplify_video/1983388636088274944/pl/aSFRITgbwtnTNzE7.m3u8"
"Furueru Kuchibiru Tập 2",1,"https://video.twimg.com/amplify_video/1983387883575881729/pl/lJcrfeXYcqM2F2Hp.m3u8"
"Anata no Shiranai Kangofu: Seiteki Byoutou 24 Ji Tập 1",1,"https://video.twimg.com/amplify_video/1983387119151104001/pl/e5vUWfJEcuS_XYpS.m3u8"
"Anata no Shiranai Kangofu: Seiteki Byoutou 24 Ji Tập 2",1,"https://video.twimg.com/amplify_video/1983409467799506945/pl/-uTCliTlOnlVQAw1.m3u8"
"Ane Yome Quartet Tập 1",1,"https://video.twimg.com/amplify_video/1983386213504487424/pl/qtzWwNXYDXu-Mpzx.m3u8"
"Ane Yome Quartet Tập 2",1,"https://video.twimg.com/amplify_video/1983386175873150976/pl/tRVyy-X7b__bPaO_.m3u8"
"Tsuma no Haha Sayuri Tập 1",1,"https://video.twimg.com/amplify_video/1983391982878879744/pl/4I23l5y7BM91xQEL.m3u8"
"Wagaya no Liliana-san The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983390657931509760/pl/G-RGQUgniig5mAj_.m3u8"
"Kaa-chan no Tomodachi ni Shikotteru Tokoro Mirareta Tập 1",1,"https://video.twimg.com/amplify_video/1983390663547703296/pl/zrJz7lDBAkw62NcA.m3u8"
"Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu Tập 2",1,"https://video.twimg.com/amplify_video/1983390630463119364/pl/Tw3coUryqHECvpYd.m3u8"
"Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu Tập 1",1,"https://video.twimg.com/amplify_video/1983390342859665408/pl/91KnPyZKRqeU5pgC.m3u8"
"Overflow Tập 3",1,"https://video.twimg.com/amplify_video/1983390335414812672/pl/_-vU3bUSavXyHhTv.m3u8"
"Overflow Tập 4",1,"https://video.twimg.com/amplify_video/1983390327097483264/pl/ojmAnQD3cRFibjOK.m3u8"
"Overflow Tập 5",1,"https://video.twimg.com/amplify_video/1983389985618202624/pl/y6p_CKryOynKe-Ae.m3u8"
"Overflow Tập 6",1,"https://video.twimg.com/amplify_video/1983389969411444736/pl/S0cwi1SiKaFim5yC.m3u8"
"Overflow Tập 7",1,"https://video.twimg.com/amplify_video/1983389963967225856/pl/5HWHKGaThQPM7duw.m3u8"
"Overflow Tập 8",1,"https://video.twimg.com/amplify_video/1983389676833562624/pl/Cy4tvLf_hjPPbRnS.m3u8"
"Succubus Stayed Life The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983395575375540224/pl/iCAGMI_1N9Vqyr8s.m3u8"
"Rance 01: Hikari wo Motomete The Animation Tập 4",1,"https://video.twimg.com/amplify_video/1983395075921936384/pl/m44dkwMmB0nZDNtc.m3u8"
"Rance 01: Hikari wo Motomete The Animation Tập 3",1,"https://video.twimg.com/amplify_video/1983395548037042176/pl/VB3oOwEkF6M_8-to.m3u8"
"Rance 01: Hikari wo Motomete The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983394718458224642/pl/rCJnDdI-bln9SJZg.m3u8"
"Rance 01: Hikari wo Motomete The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983394430326358016/pl/-g2oA20JE27zrrV5.m3u8"
"Floating Material Tập 2",1,"https://video.twimg.com/amplify_video/1983394291989762048/pl/-Dpisi33mUGt-xiw.m3u8"
"Floating Material Tập 1",1,"https://video.twimg.com/amplify_video/1983393093786435584/pl/UG3jayqKFYf82D_Z.m3u8"
"Dainiji Ura Nyuugakushiken The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983392558622404608/pl/2na9l73_X39Ue2Mw.m3u8"
"Victorian Maid Maria no Houshi Tập 1",1,"https://video.twimg.com/amplify_video/1983397088097435648/pl/8IXccGT5FmIpUMTV.m3u8"
"Tsuma no Haha Sayuri Tập 2",1,"https://video.twimg.com/amplify_video/1983392367664340992/pl/1HVUj-PpBQWTVRkr.m3u8"
"Master Piece The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983396655337533440/pl/TlasYJQAxm9W1cHW.m3u8"
"Master Piece The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983396532528295937/pl/bt5NMh7XOwVRl3bD.m3u8"
"Rin x Sen + Ran &#8211; Sem Cross Mix Tập 2",1,"https://video.twimg.com/amplify_video/1983396464601481216/pl/EHE0K6FeGfhdA7SO.m3u8"
"Rin x Sen + Ran &#8211; Sem Cross Mix Tập 1",1,"https://video.twimg.com/amplify_video/1983396072413085696/pl/MJ5O8dc_vx4ikPlr.m3u8"
"Succubus Stayed Life The Animation Tập 2",1,"https://video.twimg.com/amplify_video/1983395750777139200/pl/GDDSVA7ScfDvVfCb.m3u8"
"Youma Shoukan e Youkoso Tập 1",1,"https://video.twimg.com/amplify_video/1983398015302852608/pl/d2cQWOGU2R0owHFN.m3u8"
"Kohakuiro no Hunter The Animation Tập 1",1,"https://video.twimg.com/amplify_video/1983397563110752256/pl/zv5DVtdJclpcDaSW.m3u8"
"Swing Out Sisters Tập 1",1,"https://video.twimg.com/amplify_video/1983397499617370112/pl/O-3d7CRii10d8Id4.m3u8"
"Mankitsu Happening Tập 3",1,"https://video.twimg.com/amplify_video/1983400413530402816/pl/qpkiBfZnpGJHjCtk.m3u8"
"Mankitsu Happening Tập 4",1,"https://video.twimg.com/amplify_video/1983400012659802112/pl/_d-BoywNCoOx5WLD.m3u8"
"Reunion Tập 1",1,"https://video.twimg.com/amplify_video/1983399864315658240/pl/NHYFqzPOyqHm-ri0.m3u8"
"Reunion Tập 2",1,""
"Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty Tập 1",1,"https://video.twimg.com/amplify_video/1983398974582132736/pl/PENUTMGMxvL9z53P.m3u8"
"Uhou Renka Tập 1",1,"https://video.twimg.com/amplify_video/1983398663758958592/pl/zSw4zXuvg5obHl_o.m3u8"
"Uhou Renka Tập 2",1,""
"Overflow Tập 2",1,"https://video.twimg.com/amplify_video/1983398623502028800/pl/dLsWjCHgdznb5jTw.m3u8"
"Overflow Tập 1",1,"https://video.twimg.com/amplify_video/1983398329087102976/pl/eXbiocupssN-NoXT.m3u8"
"Youma Shoukan e Youkoso Tập 2",1,"https://video.twimg.com/amplify_video/1983397686603567104/pl/ys6FHBJ54730rihl.m3u8"
"Tropical Kiss Tập 2",1,"https://video.twimg.com/amplify_video/1983402458131861504/pl/0xXBkeFURYtYzWp9.m3u8"
"Tropical Kiss Tập 3",1,"https://video.twimg.com/amplify_video/1983402411638054912/pl/jQlzDLsdH16FnZKI.m3u8"
"Ane wa Yanmama Junyuu-chuu Tập 1",1,"https://video.twimg.com/amplify_video/1983402268121604096/pl/KfZdXWbbZZ2BIvx6.m3u8"
"Ane wa Yanmama Junyuu-chuu Tập 2",1,"https://video.twimg.com/amplify_video/1983401883701010432/pl/1C7MitTq8MWIFvqY.m3u8"
"Kimi no Mana wa Rina Witch Tập 1",1,"https://video.twimg.com/amplify_video/1983402053352165376/pl/yim-kdPxwGhMdmh3.m3u8"
"Wanna. SpartanSex Spermax!!! Tập 1",1,"https://video.twimg.com/amplify_video/1983401412911341568/pl/Q8qv4RQEeig9ZHcy.m3u8"
"Wanna. SpartanSex Spermax!!! Tập 2",1,"https://video.twimg.com/amplify_video/1983401091644399616/pl/p16VGnQiWz19s46o.m3u8"
"Mankitsu Happening Tập 1",1,"https://video.twimg.com/amplify_video/1983400706942922752/pl/dSILatTHruxOkXzb.m3u8"
"Mankitsu Happening Tập 2",1,"https://video.twimg.com/amplify_video/1983400834428727296/pl/kmMFzWd3POZB0PiW.m3u8"
"Wizard Girl Ambitious Tập 1",1,"https://video.twimg.com/amplify_video/1983404830669291521/pl/dAirbiCY5qZoimMJ.m3u8"
"Aku no Onna Kanbu: Full Moon Night R Tập 2",1,"https://video.twimg.com/amplify_video/1983404211594215424/pl/pR7aIZGIscht9oFA.m3u8"
"Aku no Onna Kanbu: Full Moon Night R Tập 1",1,"https://video.twimg.com/amplify_video/1983404209278963712/pl/mZFfEzNND-1N6Yy0.m3u8"
"Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru Tập 5",1,"https://video.twimg.com/amplify_video/1983403644390109184/pl/7dfPBIT3VKts6rzS.m3u8"
"Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru Tập 6",1,"https://video.twimg.com/amplify_video/1983403969985601536/pl/EyZWHKN9Uos9XSdZ.m3u8"
"Yakata: Kannou Kitan Tập 1",1,"https://video.twimg.com/amplify_video/1983403611800391680/pl/imGJ83bQHAs8aU4e.m3u8"
"Yakata: Kannou Kitan Tập 2",1,"https://video.twimg.com/amplify_video/1983403063374151680/pl/lM1bvnLSDS5lae8s.m3u8"
"Tropical Kiss Tập 1",1,"https://video.twimg.com/amplify_video/1983402878606667776/pl/UYcsClEaBPk6u2YV.m3u8"
"Yume Kui: Tsurumiku Shiki Game Seisaku Tập 2",1,"https://video.twimg.com/amplify_video/1983405979107512320/pl/0uyxbYw1cWupy2t8.m3u8"
"Saimin Seishidou Tập 6",1,"https://video.twimg.com/amplify_video/1983405590278746112/pl/x_nSQRnbFV7xBrrx.m3u8"
"Saimin Seishidou Tập 5",1,"https://video.twimg.com/amplify_video/1983405513548197888/pl/7K4IZwkweBK70MBC.m3u8"
"Saimin Seishidou Tập 4",1,"https://video.twimg.com/amplify_video/1983405370849579008/pl/c0G4fbrJUosJho4q.m3u8"
"Saimin Seishidou Tập 3",1,"https://video.twimg.com/amplify_video/1983404947086409728/pl/9nA0YW7K7WOMMD8n.m3u8"
"Saimin Seishidou Tập 2",1,"https://video.twimg.com/amplify_video/1983404879969169408/pl/cBy0WOoyrO65YUCG.m3u8"
"Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru Tập 3",1,"https://video.twimg.com/amplify_video/1983407951319646209/pl/eCPVh7o6Qbe0EmyG.m3u8"
"Saimin Seishidou Tập 1",1,"https://video.twimg.com/amplify_video/1983404769877069824/pl/s5Uw1rVGPn7A0Ula.m3u8"
"Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru Tập 2",1,"https://video.twimg.com/amplify_video/1983407229039497216/pl/Nuy9WJJjcuIB4n6-.m3u8"
"Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru Tập 1",1,"https://video.twimg.com/amplify_video/1983407176551944192/pl/2pWnjqiHq5iQeXzh.m3u8"
"Maki-chan to Now. Tập 4",1,"https://video.twimg.com/amplify_video/1983406975384788992/pl/uSDWwC8ZJWq_k4Ga.m3u8"
"Maki-chan to Now. Tập 3",1,"https://video.twimg.com/amplify_video/1983406848133718016/pl/pL0zypuonL72Wv72.m3u8"
"Maki-chan to Now. Tập 2",1,"https://video.twimg.com/amplify_video/1983406219755708416/pl/T_n3EWQZhs1rls8B.m3u8"
"Maki-chan to Now. Tập 1",1,"https://video.twimg.com/amplify_video/1983406120669470720/pl/dh_OAjQn6KKbhtOy.m3u8"
"Yume Kui: Tsurumiku Shiki Game Seisaku Tập 1",1,"https://video.twimg.com/amplify_video/1983405816209166336/pl/AxB1_HjmUOGshxeG.m3u8"
